stratum,year,popEst,sePopEst,VCF,seVCF
20,2012,10343,4145,2.59,0.46
21,2012,945,877,2.59,0.46
22,2012,3836,1976,2.59,0.46
23,2012,5338,3446,2.59,0.46
24,2012,6798,4799,2.59,0.46
25,2012,9922,5001,2.59,0.46
26,2012,102253,26131,6.18,1.2
27,2012,19979,5674,6.18,1.2
28,2012,10861,6521,6.18,1.2
29,2012,12499,3190,6.18,1.2
30,2012,79371,35096,2.77,0.38
31,2012,95978,30707,2.77,0.38
32,2012,62240,13533,2.77,0.38
33,2012,5533,1606,2.77,0.38
34,2012,47049,11303,1.86,0.26
35,2012,22821,5767,1.86,0.26
36,2012,4055,2265,1.86,0.26
37,2012,4835,2015,1.86,0.26
38,2012,0,0,1.86,0.26
39,2012,20973,5609,1.86,0.26
40,2012,22624,6349,1.86,0.26
41,2012,4383,3135,2.05,0.05
42,2012,1465,1412,2.05,0.05
43,2012,3460,3392,2.05,0.05
44,2012,1124,1176,2.05,0.05
45,2012,58000,16343,2.59,0.49
46,2012,10984,4029,2.59,0.49
47,2012,0,0,2.59,0.49
48,2012,14618,6769,2.59,0.49
49,2012,484,391,2.59,0.49
50,2012,0,0,NA,NA
75,2012,6130,2882,1.73,0.5
76,2012,7823,4892,1.73,0.5
77,2012,6867,6373,2.59,0.46
2,2013,0,0,2.43,0.46
3,2013,11945,9696,2.43,0.46
4,2013,10576,6857,2.43,0.46
5,2013,1522,1467,2.43,0.46
7,2013,0,0,2.43,0.46
8,2013,1069,1076,2.43,0.46
9,2013,4543,4343,2.43,0.46
10,2013,0,0,2.43,0.46
11,2013,1648,859,2.43,0.46
12,2013,2307,1365,2.59,0.46
13,2013,38160,19036,2.59,0.46
14,2013,1226,1223,2.59,0.46
15,2013,0,0,2.59,0.46
16,2013,0,0,2.59,0.46
17,2013,2415,2411,2.59,0.46
18,2013,0,0,2.59,0.46
20,2013,27756,14928,2.59,0.46
21,2013,0,0,2.59,0.46
22,2013,1279,1325,2.59,0.46
23,2013,0,0,2.59,0.46
24,2013,11897,8423,2.59,0.46
25,2013,16851,7551,2.59,0.46
26,2013,39908,7522,2.64,0.42
27,2013,10342,4069,2.64,0.42
28,2013,3658,2048,2.64,0.42
29,2013,409,402,2.64,0.42
30,2013,87189,16949,1.8,0.29
31,2013,62374,19463,1.8,0.29
32,2013,102465,20017,1.8,0.29
33,2013,6299,1943,1.8,0.29
34,2013,73832,18585,1.91,0.33
35,2013,49193,14313,1.91,0.33
36,2013,5744,3273,1.8,0.29
37,2013,21195,6321,1.91,0.33
38,2013,1976,811,1.91,0.33
39,2013,13020,4305,1.91,0.33
40,2013,20064,4921,1.91,0.33
41,2013,6942,3273,2.05,0.05
42,2013,3222,1418,2.05,0.05
43,2013,3298,1450,2.05,0.05
44,2013,0,0,2.05,0.05
45,2013,95107,21632,2.5,0.45
46,2013,11548,5086,2.5,0.45
47,2013,0,0,2.5,0.45
48,2013,8636,3565,2.5,0.45
49,2013,3739,1980,2.5,0.45
75,2013,12074,4493,1.73,0.5
76,2013,1235,807,1.73,0.5
77,2013,9422,9010,2.59,0.46
1,2014,0,0,2.43,0.46
2,2014,0,0,2.43,0.46
3,2014,2067,1615,2.43,0.46
4,2014,18508,11178,2.43,0.46
5,2014,0,0,2.43,0.46
6,2014,0,0,2.43,0.46
7,2014,0,0,2.43,0.46
8,2014,0,0,2.43,0.46
9,2014,0,0,2.43,0.46
10,2014,0,0,2.43,0.46
11,2014,0,0,2.43,0.46
12,2014,288,273,2.59,0.46
13,2014,7489,6574,2.59,0.46
14,2014,0,0,2.59,0.46
15,2014,4810,5919,2.59,0.46
16,2014,0,0,2.59,0.46
17,2014,4829,2962,2.59,0.46
18,2014,2284,1781,2.59,0.46
20,2014,21210,9927,2.59,0.46
21,2014,573,576,2.59,0.46
22,2014,8312,7230,2.59,0.46
23,2014,3587,1775,2.59,0.46
24,2014,850,888,2.59,0.46
25,2014,9671,7937,2.59,0.46
26,2014,56241,16190,3.74,0.57
27,2014,6649,2017,3.74,0.57
28,2014,2191,1230,3.74,0.57
29,2014,6365,2924,3.74,0.57
30,2014,65077,12698,2.11,0.29
31,2014,44766,11687,2.11,0.29
32,2014,90661,14748,2.11,0.29
33,2014,6328,3716,2.11,0.29
34,2014,85316,21224,1.6,0.18
35,2014,32652,11487,1.6,0.18
36,2014,2118,1977,1.6,0.18
37,2014,10703,3536,1.6,0.18
38,2014,661,498,1.6,0.18
39,2014,21259,4467,1.6,0.18
40,2014,24682,4180,1.6,0.18
41,2014,2999,957,2.06,0.05
42,2014,3234,2328,2.06,0.05
43,2014,5203,5325,2.06,0.05
44,2014,3987,2279,2.06,0.05
45,2014,86060,22872,2.53,0.45
46,2014,11831,4668,2.53,0.45
47,2014,1772,1715,2.53,0.45
48,2014,8349,4054,2.53,0.45
49,2014,473,522,2.53,0.45
50,2014,0,0,NA,NA
75,2014,7812,2681,1.73,0.5
76,2014,10705,8797,1.73,0.5
77,2014,2692,1949,2.59,0.46
1,2015,0,0,2.43,0.46
2,2015,0,0,2.43,0.46
3,2015,6150,3728,2.43,0.46
4,2015,33050,23103,2.43,0.46
5,2015,0,0,2.43,0.46
6,2015,0,0,2.43,0.46
7,2015,0,0,2.43,0.46
8,2015,0,0,2.43,0.46
9,2015,522,542,2.43,0.46
10,2015,797,1045,2.43,0.46
11,2015,0,0,2.43,0.46
12,2015,288,323,2.59,0.46
13,2015,18902,11865,2.59,0.46
14,2015,1134,1062,2.59,0.46
15,2015,0,0,2.59,0.46
16,2015,6434,6895,2.59,0.46
17,2015,15695,9765,2.59,0.46
18,2015,0,0,2.59,0.46
20,2015,39016,18506,2.59,0.46
21,2015,3382,1997,2.59,0.46
22,2015,7673,4973,2.59,0.46
23,2015,5979,2502,2.59,0.46
24,2015,3399,2054,2.59,0.46
25,2015,14946,4258,2.59,0.46
26,2015,88426,20293,5.39,1.04
27,2015,10454,5363,5.39,1.04
28,2015,9623,6716,5.39,1.04
29,2015,5847,2259,5.39,1.04
30,2015,55385,13827,1.66,0.23
31,2015,49439,12059,1.66,0.23
32,2015,74911,11829,1.66,0.23
33,2015,9125,4156,1.66,0.23
34,2015,56068,12387,1.03,0.14
35,2015,25308,5438,1.03,0.14
36,2015,3516,2679,1.03,0.14
37,2015,5922,1870,1.03,0.14
38,2015,213,161,1.03,0.14
39,2015,12406,3143,1.03,0.14
40,2015,15454,5096,1.03,0.14
41,2015,5638,2728,2.03,0.05
42,2015,936,638,2.03,0.05
43,2015,7067,5018,2.03,0.05
44,2015,4467,3234,2.03,0.05
45,2015,102239,33110,2.42,0.44
46,2015,21372,6930,2.42,0.44
47,2015,0,0,2.42,0.44
48,2015,6533,3003,2.42,0.44
49,2015,1576,1753,2.42,0.44
50,2015,0,0,NA,NA
75,2015,8524,3810,1.73,0.5
76,2015,2470,1520,1.73,0.5
77,2015,17000,18430,2.59,0.46
